Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GradeClass
16,0,0,0,3.6421823249833394,22,0,2,0,0,0,0,1.0
17,0,2,1,1.3056386033690908,1,0,2,0,1,0,0,1.0
15,0,0,1,14.278214429152367,10,0,3,1,0,0,0,1.0
17,0,0,2,7.361012135526763,1,0,3,0,1,0,0,1.0
17,0,0,1,4.137408577092352,0,0,2,0,1,0,0,1.0
16,0,0,0,8.376168523803896,6,1,2,0,0,0,0,1.0
18,1,0,1,19.048335104728363,2,0,2,0,0,0,0,1.0
16,1,1,2,17.78642320543905,8,0,4,0,1,0,0,1.0
17,0,0,2,0.591426377381344,26,0,1,0,0,0,0,1.0
17,0,0,1,8.393443174897417,1,0,2,0,0,0,0,1.0
17,1,0,0,13.229889874319856,14,0,2,1,0,0,0,1.0
15,1,0,1,13.055680709255642,13,0,2,1,0,0,0,1.0
18,1,0,1,18.501752369152577,0,0,2,0,0,0,0,1.0
16,1,1,2,3.2439281319703994,2,1,1,0,0,0,0,1.0
15,0,1,3,9.908371487878933,2,0,3,0,0,0,0,1.0
15,1,0,2,3.916311615975925,4,0,2,0,0,1,0,1.0
17,1,0,1,17.73406421687298,0,0,2,0,0,0,0,1.0
15,0,0,1,14.610969325958393,5,0,3,0,1,0,0,1.0
16,1,2,0,3.889659625814933,17,0,3,0,0,0,0,1.0
15,0,1,1,14.450489743370085,5,0,3,0,0,0,0,1.0
16,1,0,1,0.1166325143254753,28,0,2,0,0,0,0,1.0
15,1,1,1,8.360984093027486,2,0,2,0,0,1,0,1.0
15,0,1,1,11.503280822318688,0,0,1,0,0,0,0,1.0
15,0,1,1,11.540612476091674,1,0,2,0,1,0,0,1.0
17,1,0,0,13.386523319565708,14,0,3,1,0,0,0,1.0
15,0,0,2,15.411220174592195,5,0,1,0,0,0,0,1.0
17,0,0,2,12.852003742829167,6,1,2,0,0,0,0,1.0
18,0,0,1,17.79147613537891,0,0,0,0,0,0,0,1.0
18,1,1,1,9.402318795108172,3,0,3,0,1,0,0,1.0
17,0,1,1,5.983652204897422,0,1,2,0,0,0,0,1.0
17,0,0,1,9.223857151652929,0,0,1,0,0,0,0,1.0
17,1,0,0,15.086485642766442,5,0,3,0,0,0,0,1.0
15,0,0,2,13.06865891757175,7,0,3,0,1,0,0,1.0
15,0,0,3,13.331523102110767,2,0,2,0,0,0,0,1.0
18,0,1,1,9.801920032624485,14,0,2,0,0,0,0,1.0
15,1,0,2,17.672008486145245,13,0,2,0,0,0,1,1.0
15,1,0,3,13.907092886146014,2,0,2,0,0,1,0,1.0
17,0,0,2,13.68725511547369,7,0,3,0,1,0,0,1.0
15,0,3,3,10.333592561241723,4,0,3,1,1,0,0,1.0
15,1,0,2,4.0030558635929365,1,0,2,0,0,0,0,1.0
17,1,3,1,17.378814320255643,7,0,4,0,0,0,0,1.0
15,0,2,1,8.487465717242552,4,0,2,1,1,0,0,1.0
15,1,0,1,19.211136233365217,10,0,2,0,0,0,1,1.0
15,0,2,1,0.7999898158947067,3,0,2,0,0,0,0,1.0
17,0,1,1,9.93301878686514,15,0,2,0,0,0,0,1.0
17,1,0,2,19.7723029044309,2,0,2,0,0,0,0,1.0
18,0,1,1,9.578416533537638,1,0,3,0,0,0,0,1.0
17,0,1,1,6.030634975174928,0,1,2,0,0,0,0,1.0
18,0,0,1,8.751777579131163,15,0,3,0,0,0,0,1.0
15,1,0,2,16.08542789790649,3,0,1,0,0,1,0,1.0
15,0,1,2,13.306862339232547,1,0,2,0,0,0,0,1.0
17,0,2,2,1.0895002627868644,3,1,3,0,0,0,1,1.0
18,1,0,2,19.39523060159997,2,0,2,0,0,0,0,1.0
15,1,1,1,19.812719899382735,1,0,2,0,0,0,0,1.0
15,0,0,2,13.68285154802317,3,0,3,0,0,0,1,1.0
16,0,3,1,0.586827683152276,1,0,2,0,0,1,0,1.0
15,0,0,1,13.358215026684691,1,0,2,0,0,0,0,1.0
17,0,0,1,17.545873829880573,5,0,2,0,0,0,0,1.0
16,1,0,1,18.581922356246803,9,1,3,0,1,0,0,1.0
16,0,0,1,13.011235306532148,5,0,3,0,0,1,0,1.0
16,1,0,1,14.72213615674623,5,0,3,0,0,0,0,1.0
15,1,0,2,12.941356605537518,3,0,3,0,0,0,0,1.0
17,0,0,1,18.799276457384025,19,0,2,0,0,0,0,1.0
16,1,0,1,17.932111232438395,5,0,2,1,0,0,0,1.0
15,0,0,0,3.885728849286381,24,0,2,0,0,0,0,1.0
18,0,0,1,9.029529439981754,15,0,3,0,0,0,0,1.0
17,0,0,2,16.90945299638885,1,0,3,0,0,0,0,1.0
15,0,1,3,5.172148031626668,6,0,2,0,1,0,0,1.0
18,0,1,1,10.563573529345511,3,0,2,0,1,0,0,1.0
17,0,0,1,9.503641142582536,0,0,1,0,0,0,0,1.0
15,0,1,1,14.59483435033226,5,0,3,0,0,0,0,1.0
15,0,0,2,18.582944769052226,5,0,3,0,0,0,0,1.0
16,1,0,0,8.42964577373696,6,1,2,0,0,1,0,1.0
16,0,2,1,18.546318642126227,24,0,2,0,0,0,0,1.0
16,0,1,1,7.687320049769643,0,0,3,0,0,0,0,1.0
17,0,0,2,16.57458670518536,16,0,0,0,0,0,0,1.0
17,0,0,1,7.4785760139606365,0,0,3,0,0,0,0,1.0
16,0,1,1,19.073508722335717,4,0,2,0,0,0,0,1.0
15,0,2,1,14.699538659541114,12,0,3,1,0,0,0,1.0
15,0,0,1,14.749795407425536,5,0,3,0,0,1,0,1.0
16,1,0,1,18.47290565560851,5,0,2,1,0,0,0,1.0
17,1,0,3,9.132883181110433,1,0,3,0,0,0,0,1.0
17,1,0,3,19.55661348780538,2,0,2,0,0,0,0,1.0
16,1,2,2,4.000508888931133,2,1,3,0,1,0,0,1.0
15,1,0,1,18.508109424777615,11,0,2,0,0,0,1,1.0
17,0,0,2,2.732281701171263,0,0,3,0,0,0,0,1.0
17,1,0,1,15.06592734563905,5,0,3,0,0,0,0,1.0
18,1,0,2,19.435215121010366,3,0,2,0,0,0,0,1.0
17,1,0,3,19.543293376160797,2,0,2,0,0,0,0,1.0
15,1,1,1,8.306718142964275,3,0,2,0,0,1,0,1.0
18,0,1,1,9.802208513726775,5,1,3,0,0,0,0,1.0
17,0,0,1,2.5285080585605093,0,1,2,0,0,0,0,1.0
17,1,0,2,4.188924874380578,0,0,2,0,1,0,0,1.0
18,1,0,1,19.171730937283513,2,0,2,0,0,0,0,1.0
17,1,0,1,18.342002978690992,1,0,2,0,0,0,0,1.0
15,0,0,2,11.33129650593646,7,1,3,0,1,0,0,1.0
15,0,0,0,15.005599119366517,6,0,3,0,1,0,0,1.0
15,0,0,2,18.73443005228867,3,0,2,0,0,0,0,1.0
16,1,0,2,17.559486989848292,8,0,3,1,0,0,0,1.0
15,0,1,1,14.465389740044442,5,0,3,0,0,0,0,1.0
16,0,1,0,6.506805359221315,0,0,2,0,0,0,0,1.0
17,0,3,1,13.046666098915143,4,0,2,0,0,0,0,1.0
16,0,2,2,9.184344230226646,7,0,4,1,1,0,0,1.0
17,0,0,2,17.285603858866587,1,0,3,0,0,0,1,1.0
16,0,1,4,6.270564732913959,5,0,2,0,1,0,0,1.0
17,0,0,1,17.06232072032285,16,0,0,0,0,0,0,1.0
16,0,0,3,7.2447889091537245,6,1,2,0,1,1,0,1.0
17,0,1,2,18.256151533944887,22,0,2,0,0,0,0,1.0
15,0,0,2,15.631832488896881,5,0,3,0,0,0,0,1.0
17,0,2,1,2.9356636344074616,1,0,2,0,0,0,0,1.0
15,0,0,2,1.2530876564421005,7,0,3,0,0,0,0,1.0
15,1,1,2,11.268802574317405,1,0,2,0,1,0,0,1.0
17,0,1,0,8.588005372995001,6,1,3,0,0,0,0,1.0
17,1,1,2,19.490084659741974,2,0,2,0,0,0,0,1.0
17,0,0,0,2.71113893295742,1,0,2,0,0,0,0,1.0
15,0,1,3,15.622693473486661,6,0,1,0,0,0,0,1.0
17,0,3,1,14.044765469569722,4,0,1,0,0,0,0,1.0
15,0,0,2,1.356984743957053,9,0,4,0,0,0,0,1.0
15,0,0,2,14.764785029488799,5,0,3,0,0,0,0,1.0
15,1,1,2,16.324304797616655,13,0,2,0,0,0,1,1.0
17,0,0,1,19.857795304389672,4,0,2,0,0,0,0,1.0
15,1,2,1,16.00912444173226,1,0,2,0,0,0,0,1.0
16,0,2,0,16.377879933589774,0,0,2,0,0,0,0,1.0
15,1,1,1,3.4951805592777405,3,1,1,0,0,0,0,1.0
16,0,3,1,17.91504746178159,1,0,3,0,0,0,0,1.0
16,1,1,2,17.81277344089957,8,0,4,0,1,0,0,1.0
15,0,1,1,12.770170083312127,5,0,3,1,0,0,0,1.0
16,0,1,1,12.817372962417496,5,0,3,1,0,0,0,1.0
16,1,0,1,18.0114444068017,5,0,2,1,0,0,0,1.0
16,1,0,2,16.53607028758609,1,0,2,1,0,0,0,1.0
16,0,0,0,14.27790935593613,17,0,2,1,0,0,0,1.0
16,0,2,1,7.6067961880171815,1,0,1,1,0,1,0,1.0
16,0,0,1,0.48906320724432584,28,0,2,0,0,0,0,1.0
16,0,0,0,14.983041924387232,18,0,2,1,0,0,0,1.0
16,0,0,0,15.540534599704277,5,0,3,0,0,0,0,1.0
18,0,0,1,15.255378953782838,0,0,1,0,0,0,0,1.0
15,1,1,1,11.503877320472466,1,0,2,0,1,0,0,1.0
15,1,2,1,11.452430378946557,1,0,2,0,1,0,0,1.0
16,1,0,1,18.618495862255713,5,0,2,1,0,0,0,1.0
16,1,3,2,18.71406115280833,7,0,4,0,0,0,0,1.0
18,0,1,2,11.980362004301647,1,0,2,0,0,0,0,1.0
15,0,0,2,10.935034588482164,3,1,2,0,0,0,0,1.0
15,0,0,1,14.868239184018142,5,0,3,0,0,1,0,1.0
16,1,0,1,18.24905222076649,5,0,2,1,0,0,0,1.0
16,0,0,2,19.80153877883848,2,0,2,0,0,0,0,1.0
15,0,0,1,0.6211240829090117,3,0,2,0,0,0,0,1.0
17,1,0,1,9.329682264697237,1,0,2,0,0,0,0,1.0
16,1,0,2,15.891434326195833,3,0,1,0,1,0,0,1.0
16,0,1,1,6.648057098219656,1,1,1,1,0,0,0,1.0
15,1,0,2,4.320274659868699,2,0,2,0,0,0,0,1.0
17,0,3,1,13.02085997614014,4,0,2,0,0,0,0,1.0
16,0,2,2,10.028173523379468,6,0,4,1,1,0,0,1.0
17,0,2,0,6.526914869078208,0,0,2,0,0,0,0,1.0
16,0,0,1,8.615709546223325,6,1,3,0,0,0,0,1.0
15,1,0,0,8.271905900562697,5,0,2,0,0,1,0,1.0
16,0,2,0,7.694697824960262,6,0,2,0,0,0,0,1.0
15,1,1,2,16.32695170318419,13,0,2,0,0,0,1,1.0
16,0,0,1,14.155744411563406,7,0,3,0,1,1,0,1.0
15,1,1,1,3.35418564234783,3,1,1,0,0,0,0,1.0
15,0,0,2,1.312518686939312,7,0,3,0,0,0,0,1.0
15,0,2,3,10.040245007541298,3,0,3,1,0,0,0,1.0
18,1,0,1,15.28880579519163,6,0,1,0,0,0,0,1.0
15,1,2,2,14.290002671511854,13,1,2,1,0,0,0,1.0
16,0,1,1,12.981878442861442,5,0,3,0,0,0,0,1.0
15,0,2,1,11.33416288639123,1,0,2,0,1,0,0,1.0
16,0,1,2,7.085267362019141,0,0,2,0,0,0,0,1.0
15,1,2,1,12.416645949201424,1,1,2,0,1,0,1,1.0
16,0,1,1,7.657579886127859,0,0,3,0,0,0,0,1.0
18,0,0,1,8.001239112552565,16,0,3,0,0,0,0,1.0
16,0,2,1,11.931409181055637,1,0,1,1,0,0,0,1.0
17,1,0,1,18.71837549152218,0,0,1,1,0,0,0,1.0
15,1,1,2,15.960862287396555,13,0,2,0,0,0,1,1.0
15,0,0,1,11.95163328742273,0,0,1,1,0,0,0,1.0
16,0,2,0,18.06323748569605,1,0,2,0,0,0,0,1.0
15,0,0,2,18.179833543899157,4,0,1,1,0,0,0,1.0
15,0,0,2,16.105375679756065,0,0,3,1,0,0,0,1.0
16,0,1,2,7.245538497816885,0,0,3,0,0,0,0,1.0
16,1,2,1,12.80078902831257,3,0,0,1,0,0,0,1.0
17,0,0,1,3.412161016708854,0,0,2,0,1,0,0,1.0
15,0,2,0,17.44458150395678,1,0,2,0,0,0,0,1.0
15,0,1,1,11.541472295494959,1,0,2,0,1,0,0,1.0
15,1,2,2,13.370044701102765,2,0,2,0,0,0,0,1.0
16,0,0,1,7.420229067125577,0,0,2,0,0,0,0,1.0
17,1,0,2,16.716882969577384,1,0,2,0,0,0,0,1.0
15,1,2,2,19.216600248230666,7,0,3,0,1,1,0,1.0
16,0,0,2,19.80241875342942,2,0,2,0,0,0,0,1.0
18,1,2,1,3.7726449284814967,7,0,2,1,1,0,1,2.0
18,1,2,2,17.637096016413658,10,0,1,1,0,1,0,2.0
16,0,1,0,12.34708501976134,1,0,0,1,0,0,1,2.0
18,0,3,2,18.77156479172066,10,1,3,0,0,0,0,2.0
17,1,1,4,2.405419262572137,6,1,1,0,0,1,0,2.0
18,0,0,2,4.894311940474019,7,0,4,0,0,1,0,2.0
18,0,0,2,13.797920066267215,2,1,3,0,0,0,0,2.0
17,0,0,2,16.085223087569002,13,0,3,1,0,1,0,2.0
18,0,0,0,15.073322758191626,14,0,4,1,0,0,0,2.0
17,0,1,2,2.349517977529858,6,1,3,1,0,0,0,2.0
18,0,0,1,8.210455687028556,1,0,2,1,0,0,1,2.0
15,0,1,2,12.809665862844245,1,0,2,0,1,0,0,2.0
15,1,0,2,18.807940678910885,9,0,3,1,1,0,1,2.0
15,0,0,1,18.91259355497994,10,0,2,0,1,1,0,2.0
16,0,1,1,3.625005111031039,5,0,1,1,0,0,0,2.0
16,1,0,2,15.013380285633096,9,0,2,0,0,0,1,2.0
16,0,0,4,8.368989943509161,1,0,0,0,0,0,0,2.0
17,1,0,0,13.483738976592276,11,1,1,1,0,1,0,2.0
17,1,0,3,13.733008467080746,6,0,2,1,1,0,0,2.0
16,1,0,1,8.121642651195419,5,0,2,0,0,0,0,2.0
16,1,0,1,5.488252632713635,1,0,2,0,0,0,0,2.0
15,1,2,1,6.052806812736291,7,0,4,0,0,0,0,2.0
18,1,2,3,11.03657467068337,4,0,2,1,0,0,0,2.0
15,0,0,2,3.787217515837256,2,0,3,0,0,0,0,2.0
15,0,3,2,14.140623386457689,4,0,0,0,0,0,0,2.0
15,0,0,1,18.63825465194912,6,1,1,0,0,1,0,2.0
15,0,0,0,7.2664895113802,4,0,1,0,0,0,0,2.0
16,1,0,2,3.425468213324792,12,1,1,1,1,1,0,2.0
17,1,2,2,17.222270401228513,11,0,3,0,0,1,0,2.0
17,1,0,2,9.531358871600371,2,0,1,1,0,0,0,2.0
16,0,0,3,11.089782286423414,3,0,2,0,0,0,0,2.0
18,1,0,2,19.313063495328247,7,0,0,1,1,0,0,2.0
16,0,0,2,7.937787861780792,7,1,2,1,0,0,0,2.0
18,0,1,2,13.239396789012684,14,0,4,0,1,0,0,2.0
17,1,1,1,8.968156820318658,4,0,2,1,0,1,0,2.0
18,0,0,3,9.24913634130296,11,0,4,0,0,1,0,2.0
18,1,3,3,13.414944009435468,10,0,3,0,1,0,0,2.0
17,1,1,3,16.99200349964916,8,0,1,1,0,0,0,2.0
15,1,0,2,10.29855017721344,7,0,2,1,0,0,0,2.0
16,1,2,0,9.22067136195624,4,0,1,1,0,0,0,2.0
18,0,2,2,10.556242165912415,0,0,1,0,0,0,0,2.0
15,0,3,1,12.545168012719564,0,0,1,0,0,0,0,2.0
17,1,0,2,3.549636699820236,5,0,4,0,0,0,0,2.0
16,1,0,2,16.738556656892474,7,0,2,0,0,0,0,2.0
18,1,0,1,9.532409126210808,5,1,0,0,0,0,0,2.0
17,1,2,2,6.918990357264059,3,0,2,0,0,0,0,2.0
18,1,0,1,3.381154982674115,8,1,2,0,1,0,0,2.0
15,0,2,2,9.037380893045556,1,0,0,0,0,0,0,2.0
16,1,0,3,1.8911268954877647,6,0,3,1,0,1,1,2.0
16,1,0,2,8.969704560052676,9,0,2,1,1,0,0,2.0
15,0,1,1,3.258053089547881,8,0,2,1,1,0,0,2.0
17,0,0,2,6.744040703379055,6,0,2,0,0,0,1,2.0
17,1,1,2,19.19833379284182,8,0,4,0,0,0,0,2.0
18,1,0,4,5.0944100091509785,6,1,3,0,0,0,0,2.0
15,1,0,1,4.197856846099944,1,1,2,0,0,0,0,2.0
16,1,1,1,14.098222654626722,8,1,2,1,0,0,0,2.0
15,0,1,2,0.2551295941486109,8,1,3,1,0,1,1,2.0
17,1,0,1,2.607033594295836,9,0,3,0,1,0,0,2.0
16,0,0,1,10.367992532661304,2,0,2,0,1,0,0,2.0
16,1,0,2,6.8054996446806175,20,0,2,0,0,0,1,2.0
17,0,0,1,14.294046327645152,7,0,2,0,0,0,0,2.0
17,1,0,1,16.359695421544107,10,0,3,0,1,0,0,2.0
16,1,0,2,5.082945602556288,0,0,3,0,0,1,0,2.0
17,0,0,1,6.771080548741026,9,1,3,0,1,0,0,2.0
18,1,0,1,17.091373280652817,8,0,2,0,0,0,0,2.0
15,0,0,2,9.07507520500707,6,1,2,0,0,1,0,2.0
15,0,2,1,5.880067771899062,23,0,2,1,1,0,0,2.0
17,1,1,1,6.275642866114575,6,1,2,0,0,1,0,2.0
15,0,1,1,17.679955537423734,8,0,0,0,1,0,0,2.0
17,0,2,2,4.291296401856997,1,0,1,0,1,1,0,2.0
15,0,1,1,15.601680474699297,10,0,3,0,1,0,0,2.0
16,1,0,1,8.188958752546183,15,1,3,0,0,0,0,2.0
16,0,3,0,8.808691413120922,3,0,0,0,0,0,0,2.0
16,0,0,3,17.232499001679567,16,1,3,1,1,0,0,2.0
18,1,0,2,1.7554582824688114,5,1,2,1,0,0,0,2.0
15,1,0,3,15.101364082632502,15,0,2,1,1,0,1,2.0
17,1,3,2,11.206973487006469,8,0,1,0,1,1,0,2.0
18,0,0,2,13.275832478828882,6,0,3,0,0,0,0,2.0
16,1,2,1,19.018827037316687,1,0,0,0,0,0,0,2.0
16,0,0,2,14.71907121030356,13,1,4,1,0,0,0,2.0
17,1,0,3,11.42679056906154,8,0,4,0,0,0,1,2.0
15,0,3,0,15.265703804063184,7,0,1,0,0,0,0,2.0
16,1,2,1,3.395169964142717,12,1,4,0,1,0,0,2.0
16,1,2,2,18.451448098116,13,1,1,0,0,0,0,2.0
15,0,1,1,14.417864381041952,14,1,4,1,1,0,0,2.0
17,1,0,1,1.8296591585929425,3,0,1,0,0,0,0,2.0
15,0,3,4,5.418184464937424,7,0,3,0,0,0,0,2.0
15,1,1,1,8.63610201571824,6,1,2,0,0,0,1,2.0
16,0,0,1,5.041397737003431,6,1,2,1,0,0,1,2.0
16,0,0,0,13.375065088996276,4,0,2,0,0,0,0,2.0
17,1,0,1,19.243718189836,9,1,3,0,1,0,0,2.0
17,0,0,4,12.94140332517748,9,0,2,1,0,1,1,2.0
15,0,3,2,9.14047904385251,5,1,3,0,0,0,0,2.0
15,0,0,2,7.468891822908709,4,0,2,1,0,0,0,2.0
18,0,1,3,1.446967676721147,6,0,3,1,1,0,0,2.0
18,1,0,3,8.659460996794126,0,0,1,1,0,0,0,2.0
18,0,0,3,16.246346654282377,3,0,2,0,0,0,1,2.0
18,1,0,2,10.847731203808774,5,0,4,0,0,0,0,2.0
17,1,0,2,12.670705872323405,8,0,3,1,0,1,0,2.0
15,1,3,1,18.852194203173116,3,0,0,1,0,0,0,2.0
17,1,2,1,8.033062515287606,25,1,2,1,0,1,0,2.0
18,1,0,1,1.4514959608942155,2,0,1,1,0,0,0,2.0
18,1,0,2,13.717525501729291,7,0,1,0,1,0,0,2.0
18,1,0,1,6.78406862543836,8,1,3,0,0,1,0,2.0
18,0,1,2,11.703895707857075,7,0,1,0,0,0,1,2.0
17,1,1,2,1.3281070692099473,7,0,3,1,0,0,0,2.0
18,1,2,0,1.7514912597247645,8,1,2,1,1,0,0,2.0
15,0,2,1,17.698534936899332,14,0,3,1,1,0,1,2.0
15,1,1,3,2.3587734974846697,2,0,3,0,0,0,0,2.0
18,1,2,1,1.7182077640564095,2,0,2,0,1,0,0,2.0
17,0,0,3,16.665425640716958,10,0,4,0,0,0,0,2.0
17,0,0,2,2.187118062189577,5,1,1,0,1,0,0,2.0
15,1,0,1,16.923877323087467,9,0,2,0,1,0,0,2.0
18,1,0,3,10.077775935825471,7,0,2,1,0,0,0,2.0
17,1,2,2,15.059723860783702,3,0,1,0,0,0,0,2.0
18,1,2,2,9.69984569154999,11,0,3,1,0,0,1,2.0
16,1,3,2,1.3559279165622518,3,1,2,0,0,1,1,2.0
16,0,1,1,1.5957824726800074,5,0,2,1,1,1,0,2.0
16,0,3,2,5.213327651242034,1,1,2,0,0,0,0,2.0
17,0,2,0,2.5406715194646345,14,1,3,0,1,1,0,2.0
16,0,1,2,8.359984338407031,8,1,3,1,0,1,0,2.0
15,0,2,1,0.7564027310407062,8,0,3,1,0,0,1,2.0
15,0,0,1,0.4513716640475418,3,0,2,1,0,0,0,2.0
17,1,0,0,12.253686893492144,4,0,2,0,0,0,0,2.0
17,0,1,1,5.545168326983722,9,1,2,0,1,0,0,2.0
17,1,2,2,13.796421426575238,6,0,3,0,1,1,0,2.0
17,0,2,2,17.224644545207717,13,0,2,1,1,0,0,2.0
15,0,0,1,6.75421549448449,4,1,1,0,0,1,1,2.0
16,1,3,2,18.754092307587356,12,1,4,0,0,0,0,2.0
18,1,0,2,8.606328560847817,14,0,4,1,0,0,0,2.0
18,1,0,2,18.85825422783513,8,1,1,0,0,1,0,2.0
16,1,0,2,10.976835111869477,1,0,0,0,0,0,0,2.0
15,0,0,3,6.333687120338521,8,1,2,1,0,0,0,2.0
16,1,0,2,11.923653388047535,9,0,1,1,0,0,0,2.0
16,0,1,1,15.887684501857128,6,1,1,0,0,1,1,2.0
18,0,0,2,0.4686591073477641,5,0,2,0,1,0,0,2.0
18,1,2,1,6.263641014072703,5,1,1,1,0,0,0,2.0
18,0,1,2,12.30429793193828,9,0,3,0,0,0,0,2.0
18,1,1,3,8.933774434893298,2,0,0,0,1,0,0,2.0
17,0,0,2,13.005939481470152,3,0,2,1,0,0,0,2.0
17,1,0,2,7.354170162550863,2,0,1,0,0,1,0,2.0
18,0,0,3,12.194163910735195,0,0,1,0,0,0,0,2.0
16,1,0,1,6.414243299685878,4,0,1,1,1,0,0,2.0
15,1,2,1,3.426490889087499,4,0,2,1,0,0,0,2.0
17,1,0,2,19.833722807854716,7,1,2,0,0,1,0,2.0
15,0,0,1,1.8976846029514929,2,0,1,1,0,0,0,2.0
15,1,1,1,14.407464254644058,7,0,0,1,1,0,0,2.0
15,1,0,3,12.49887540815664,8,1,2,1,0,0,0,2.0
16,0,0,0,11.859694955109878,15,1,4,1,0,0,0,2.0
17,0,2,3,2.4582236508449,3,0,1,0,0,1,0,2.0
18,1,0,3,4.998034432737796,3,0,3,0,0,0,0,2.0
17,1,0,3,10.641736478760226,9,0,3,1,0,0,0,2.0
17,0,2,3,13.47033573634518,9,1,2,1,0,0,0,2.0
18,1,0,1,9.213699469642677,25,1,1,1,0,0,0,2.0
17,1,0,2,0.6835117808217483,6,0,2,1,0,0,0,2.0
16,0,1,0,4.536742046509903,4,0,2,0,0,0,0,2.0
18,1,2,1,0.2277933617710559,5,0,4,0,0,0,0,2.0
16,0,2,2,4.517628258671518,5,0,4,1,0,0,0,2.0
17,1,2,1,8.6479272037018,20,0,3,0,1,0,0,2.0
17,1,0,2,5.73733749965588,8,0,1,1,1,0,0,2.0
16,1,1,2,11.929491550879048,0,0,1,0,0,0,0,2.0
17,1,0,2,16.543162968552465,8,1,1,1,0,0,0,2.0
15,0,1,1,14.866658271313131,4,0,3,0,0,0,1,2.0
15,1,2,2,7.005447413386552,4,0,3,0,0,0,0,2.0
17,1,0,2,6.195306282858068,7,0,3,1,0,0,0,2.0
16,1,0,1,17.338820856610248,12,0,3,1,0,1,0,2.0
16,0,0,1,12.805018299045525,6,0,2,0,0,0,1,2.0
18,1,2,1,11.863119910542686,9,0,3,1,0,0,0,2.0
17,0,0,2,2.2677419110514507,2,0,4,0,0,0,0,2.0
15,0,2,0,3.410607787875506,5,0,0,0,0,0,0,2.0
18,1,0,2,8.71178316025418,2,0,1,0,0,0,0,2.0
18,1,0,2,1.7704463042945684,20,1,1,0,1,0,1,2.0
17,1,2,1,11.213889627513602,5,0,1,0,0,1,0,2.0
18,1,0,1,13.87726684656789,15,1,2,1,1,0,0,2.0
18,0,0,0,18.679748370252344,10,0,3,1,0,0,0,2.0
16,1,3,1,14.313253041446227,7,0,2,0,1,0,0,2.0
15,0,0,3,19.653048229871384,13,0,2,1,1,0,0,2.0
15,0,0,2,8.057800621000972,7,0,2,0,1,0,0,2.0
18,0,0,4,17.66699402044208,8,1,2,0,1,0,1,2.0
18,0,1,0,19.719831443413188,8,0,3,0,1,0,0,2.0
16,1,0,2,6.95937332310433,17,0,0,0,0,0,0,2.0
18,0,1,1,13.098822091346433,14,1,4,1,0,1,0,2.0
16,1,1,1,17.613011549291556,10,1,2,1,0,0,0,2.0
15,0,0,2,19.411466652547208,5,0,2,0,0,0,1,2.0
17,1,2,2,9.925902510012794,6,0,3,0,0,0,0,2.0
15,0,1,1,19.23280984630608,13,0,2,1,1,0,0,2.0
17,1,1,1,8.296952131210915,3,0,1,1,0,0,0,2.0
17,0,0,2,9.085414487208505,8,0,1,0,1,1,0,2.0
17,0,1,3,14.19609426544744,3,0,2,1,0,0,0,2.0
17,1,0,2,17.985006139631295,9,1,1,1,0,0,1,2.0
15,0,0,3,12.312487933662531,5,0,2,0,0,1,0,2.0
16,1,0,2,4.207441630596716,7,1,2,0,1,1,0,2.0
18,1,2,2,12.183907827866523,13,1,4,1,0,1,0,2.0
17,0,0,0,17.622102967131315,8,1,2,0,0,0,0,2.0
18,0,0,0,14.88838507626652,3,0,0,1,0,0,1,2.0
17,0,3,3,5.825874944110105,2,0,2,0,0,0,0,2.0
16,0,1,3,8.46877609799585,8,1,2,1,1,1,1,2.0
18,0,1,1,17.02968898627988,8,0,3,0,0,0,0,2.0
18,1,1,3,2.927461331779355,21,0,2,0,0,0,0,2.0
17,1,0,1,8.830945777596607,10,1,1,0,1,1,0,2.0
15,0,3,0,4.631659825779988,6,1,2,0,0,1,0,2.0
18,0,1,2,11.83615815326652,11,1,3,1,1,0,0,2.0
15,1,0,2,10.731563800572406,6,0,0,1,0,1,0,2.0
18,1,0,4,5.776199399081792,7,0,3,1,0,0,0,2.0
15,0,1,1,14.411728387412747,10,1,3,1,0,0,0,2.0
16,0,1,1,2.4869063488482146,9,0,1,1,1,0,1,2.0
16,1,0,2,13.570946828363212,3,0,2,0,0,0,0,2.0
17,1,3,2,13.611661858375346,8,1,3,0,0,0,0,2.0
16,1,0,2,7.5208358221831295,5,0,0,0,0,0,0,2.0
16,0,2,2,9.388697243080877,18,0,1,0,1,0,0,2.0
18,0,1,2,2.6313061327870924,5,0,1,1,0,0,0,2.0
17,1,2,2,17.18649902140952,5,0,3,0,0,0,0,2.0
18,1,2,1,0.7942241514449444,3,1,3,1,0,0,0,2.0
15,1,0,1,3.595956269901508,2,1,0,0,0,0,0,2.0
15,0,0,2,6.615859828553113,10,0,4,1,0,0,0,2.0
15,0,0,3,3.780345654929944,11,1,1,0,1,0,0,2.0
16,1,1,3,17.577622918257042,6,0,4,0,0,0,0,2.0
16,1,0,2,6.807696753550983,2,0,0,0,1,0,0,2.0
15,0,2,2,17.75503049343376,10,1,1,0,1,0,0,2.0
17,1,3,2,10.871911498225842,15,0,4,0,1,1,0,2.0
17,1,0,1,17.584086751707652,6,0,2,0,0,0,0,2.0
15,0,1,1,6.446769161618873,2,1,0,0,0,0,1,2.0
